"9788189975470","9788189975470","EAN_13","1471952752188","23 Aug 2016 17:15:52",""
"9780552772235","9780552772235","EAN_13","1471952729422","23 Aug 2016 17:15:29",""
"8789480658377","8789480658377","EAN_13","1471952644614","23 Aug 2016 17:14:04",""
"9780143100119","9780143100119","EAN_13","1471952615196","23 Aug 2016 17:13:35",""
"200108080","200108080","CODE_128","1471952577239","23 Aug 2016 17:12:57",""
"9780140148121","9780140148121","EAN_13","1471952474943","23 Aug 2016 17:11:14",""
"9780143103776","9780143103776","EAN_13","1471952462453","23 Aug 2016 17:11:02",""
"9780753818923","9780753818923","EAN_13","1471952446395","23 Aug 2016 17:10:46",""
"9780144000463","9780144000463","EAN_13","1471952413037","23 Aug 2016 17:10:13",""
"9788172237523","9788172237523","EAN_13","1471952397488","23 Aug 2016 17:09:57",""
"9780007427994","9780007427994","EAN_13","1471952381990","23 Aug 2016 17:09:41",""
"9780330455947","9780330455947","EAN_13","1471952365366","23 Aug 2016 17:09:25",""
"9780143067412","9780143067412","EAN_13","1471952351030","23 Aug 2016 17:09:11",""
"9780144001019","9780144001019","EAN_13","1471952340547","23 Aug 2016 17:09:00",""
"9780755334056","9780755334056","EAN_13","1471952326898","23 Aug 2016 17:08:46",""
"9780099538974","9780099538974","EAN_13","1471952307392","23 Aug 2016 17:08:27",""
"9781447209225","9781447209225","EAN_13","1471952285291","23 Aug 2016 17:08:05",""
"9780330535670","9780330535670","EAN_13","1471952271845","23 Aug 2016 17:07:51",""
"9781447265092","9781447265092","EAN_13","1471952259027","23 Aug 2016 17:07:39",""
"9781447231172","9781447231172","EAN_13","1471952239317","23 Aug 2016 17:07:19",""
"http://bit.do/cphfm","http://bit.do/cphfm","QR_CODE","1471263851605","15 Aug 2016 17:54:11","Preloved Books"
"070993006990","070993006990","UPC_A","1471249389414","15 Aug 2016 13:53:09",""
"9788179920268","9788179920268","EAN_13","1471249355311","15 Aug 2016 13:52:35",""
"9798122301167","9798122301167","EAN_13","1471248896024","15 Aug 2016 13:44:56",""
"9788129108180","9788129108180","EAN_13","1471248884236","15 Aug 2016 13:44:44",""
"9788129109811","9788129109811","EAN_13","1471248862919","15 Aug 2016 13:44:22",""
"9780743468817","9780743468817","EAN_13","1471248815896","15 Aug 2016 13:43:35",""
"9780099507437","9780099507437","EAN_13","1471248803085","15 Aug 2016 13:43:23",""
"9780515105193","9780515105193","EAN_13","1471248787682","15 Aug 2016 13:43:07",""
"9780099483557","9780099483557","EAN_13","1471248775829","15 Aug 2016 13:42:55",""
"9780143029823","9780143029823","EAN_13","1471248738538","15 Aug 2016 13:42:18",""
"9788184000627","9788184000627","EAN_13","1471248704809","15 Aug 2016 13:41:44",""
"070993005993","070993005993","UPC_A","1471248557596","15 Aug 2016 13:39:17",""
"9781599956909","9781599956909","EAN_13","1471248526367","15 Aug 2016 13:38:46",""
"9780571144563","9780571144563","EAN_13","1471248514812","15 Aug 2016 13:38:34",""
"9780143062226","9780143062226","EAN_13","1471248499260","15 Aug 2016 13:38:19",""
"9780143032342","9780143032342","EAN_13","1471248484789","15 Aug 2016 13:38:04",""
"9788172236649","9788172236649","EAN_13","1471248470132","15 Aug 2016 13:37:50",""
"9788172236724","9788172236724","EAN_13","1471248452438","15 Aug 2016 13:37:32",""
"9788129109842","9788129109842","EAN_13","1471248429537","15 Aug 2016 13:37:09",""
"9780143037149","9780143037149","EAN_13","1471248410442","15 Aug 2016 13:36:50",""
"9780143064343","9780143064343","EAN_13","1471248327175","15 Aug 2016 13:35:27",""
"9798129107526","9798129107526","EAN_13","1471248118389","15 Aug 2016 13:31:58",""
"9780141029054","9780141029054","EAN_13","1470902017284","11 Aug 2016 13:23:37",""
"9780330418874","9780330418874","EAN_13","1470902006642","11 Aug 2016 13:23:26",""
"9780330435550","9780330435550","EAN_13","1470901993993","11 Aug 2016 13:23:13",""
"9780007354832","9780007354832","EAN_13","1470901967986","11 Aug 2016 13:22:47",""
"9780553278118","9780553278118","EAN_13","1470901858802","11 Aug 2016 13:20:58",""
"9780007261444","9780007261444","EAN_13","1470901845208","11 Aug 2016 13:20:45",""
"9788184001549","9788184001549","EAN_13","1470901832401","11 Aug 2016 13:20:32",""
"9780747583677","9780747583677","EAN_13","1470901821561","11 Aug 2016 13:20:21",""
"9788129114396","9788129114396","EAN_13","1470901798831","11 Aug 2016 13:19:58",""
"9788186939512","9788186939512","EAN_13","1470901774285","11 Aug 2016 13:19:34",""
"9788184000009","9788184000009","EAN_13","1470901762308","11 Aug 2016 13:19:22",""
"9788129115300","9788129115300","EAN_13","1470901748209","11 Aug 2016 13:19:08",""
"9788129302434","9788129302434","EAN_13","1470901695826","11 Aug 2016 13:18:15",""
"8184840265729","8184840265729","EAN_13","1470901637629","11 Aug 2016 13:17:17",""
"9788183280914","9788183280914","EAN_13","1470901618421","11 Aug 2016 13:16:58",""
"9780144000333","9780144000333","EAN_13","1470901598640","11 Aug 2016 13:16:38",""
"9788184956566","9788184956566","EAN_13","1470901586530","11 Aug 2016 13:16:26",""
"9789382473039","9789382473039","EAN_13","1470901568068","11 Aug 2016 13:16:08",""
"9789382473008","9789382473008","EAN_13","1470901548100","11 Aug 2016 13:15:48",""
"9781447290599","9781447290599","EAN_13","1470901529463","11 Aug 2016 13:15:29",""
"9780755379996","9780755379996","EAN_13","1470901512900","11 Aug 2016 13:15:12",""
"9781408704035","9781408704035","EAN_13","1470901494532","11 Aug 2016 13:14:54",""
"9789350097403","9789350097403","EAN_13","1469723316683","28 Jul 2016 21:58:36",""
"9788188575688","9788188575688","EAN_13","1469694955198","28 Jul 2016 14:05:55",""
"9788129137449","9788129137449","EAN_13","1469694943007","28 Jul 2016 14:05:43",""
"9789382536895","9789382536895","EAN_13","1469694915251","28 Jul 2016 14:05:15",""
"885913101170","885913101170","UPC_A","1469355403931","24 Jul 2016 15:46:43",""
"9789350093290","9789350093290","EAN_13","1468941273571","19 Jul 2016 20:44:33",""
